Landelijke_bag_id,Openbare_ruimte_id,Nummeraanduiding_id,Adresseerbaar_object_id,Pand_id,Kadastraal_object_id,Zakelijk_recht_id,Kadastraal_subject_id,Transactie_id,Adresseerbaar_object_type,Straatcode,Naam_officieel,Naam_nen,Naam_ptt,Huisnummer,Huisletter,Toevoeging,Postcode,Gebruiksdoel,Aantal_kamers,Woonoppervlak,Indicatie_nevenadres,Documentmutatiedatum,Documentmutatienummer,Bouwlaagtoegang,Aantal_bouwlagen,Type_woonobject_oms,Eigendomsverhouding,Financieringswijze,Feitelijk_gebruik,Ligging_gebouw,Status_nummeraanduiding,Nummeraanduiding_vervallen,Nummeraanduiding_ingangsdatum,Nummeraanduiding_einddatum,Status_adresseerbaar_object,Aot_x_coordinaat,Aot_y_coordinaat,Oorspronkelijk_bouwjaar,Kadgemkode,Sektielt,Konr,Kolt,Koindex,Perceeloppervlak,Ddtransakt,Zakelijkrecht,Aandeel,Ffkoopsom,Subjekt_oms,,
363010000846823,3630000005241,3630000305104,3630000846823,3630013049786,435323,2139913,24759,426251,vbo,37109,Van Spilbergenstraat,Van Spilbergenstraat,V SPILBERGENSTR,1,,1,1057 PW,Best-woning,3,41,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118547,486506,1924,STN02,C,5687,G,0,71,30-05-06,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000849942,3630000005251,3630000308266,3630000849942,3630013070350,149274,1758708,20851,1013425,vbo,37214,Valentijnkade,Valentijnkade,VALENTYNKD,1,,2,1094 SR,Best-woning,3,44,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,124525,485723,1924,ASD19,W,3875,G,0,127,02-04-97,Eigendom,1-jan.,100000,De Gemeente Amsterdam W,,
363010000826417,3630000005104,3630000284666,3630000826417,3630013050509,54099,2345578,24759,1357974,vbo,35300,Theodorus Majofskistraat,Theodorus Majofskistraat,T MAJOFSKISTR,1,,,1065 SW,Best-woning,3,64,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-60,,Verblijfsobject in gebruik,117094,485381,1960,STN02,D,8014,G,0,84,07-12-10,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000825678,3630000005086,3630000283902,3630000825678,3630013112427,10684,2634112,375901,1538470,vbo,35092,Ter Haarstraat,Ter Haarstraat,TER HAARSTR,1,,3,1053 LJ,Best-woning,2,52,nee,03-09-13,SE00853317,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,119746,487053,1897,ASD13,Q,3687,G,0,100,01-07-13,Eigendom,1-feb.,100000,Amsterdams Bezit B.V.,,
363010000822792,3630000005059,3630000281159,3630000822792,3630013052332,185614,277092,1246,1239905,vbo,34711,Stuyvesantstraat,Stuyvesantstraat,STUYVESANTSTR,1,,1,1058 AL,Best-woning,4,48,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118910,486247,1926,STN02,M,1420,G,0,128,01-02-89,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000841412,3630000005215,3630000299741,3630000841412,3630013008063,441260,101394,24759,1141783,vbo,36749,Van Kinsbergenstraat,Van Kinsbergenstraat,V KINSBERGENSTR,1,,3,1057 PK,Best-woning,4,73,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-25,,Verblijfsobject in gebruik,119187,486887,1925,STN02,C,8823,G,0,90,09-02-98,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000864897,3630000004838,3630000323053,3630000864897,3630013098434,309449,304883,1246,1235549,vbo,39128,Weissenbruchstraat,Weissenbruchstraat,WEISSENBRUCHSTR,1,,1,1058 KN,Best-woning,3,58,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-31,,Verblijfsobject in gebruik,118398,485206,1931,STN02,O,620,G,0,2906,31-12-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000900613,3630000005516,3630000358096,3630000900613,3630013097784,460549,2014403,24761,360769,vbo,44555,Mijndenhof,Mijndenhof,MYNDENHOF,1,,,1106 GB,Best-woning,4,78,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-03-81,,Verblijfsobject in gebruik,126642,479226,1981,WPK02,L,8385,G,0,135,29-08-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000658913,3630000001602,3630000396231,3630000658913,3630012989194,112515,2453103,20863,1426276,vbo,50180,Grote Diestraat,Grote Diestraat,GRT DIESTR,1,,,1023 ZE,Best-woning,4,86,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,29-02-88,,Verblijfsobject in gebruik,124302,489534,1988,ASD31,AL,4452,G,0,103,29-12-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000909042,3630000005663,3630000366415,3630000909042,3630013071074,165073,2232786,24759,1282440,vbo,47325,Dwarswatering,Dwarswatering,DWARSWATERING,1,,,1069 RM,Best-woning,5,67,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-10-82,,Verblijfsobject in gebruik,114166,485175,1982,STN02,G,1614,G,0,142,02-11-09,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000899686,3630000005512,3630000357232,3630000899686,3630013119621,465395,1306251,24761,93241,vbo,44512,Wethouder Vospad,Wethouder Vospad,WETH VOSPAD,1,,,1107 DH,Best-woning,4,78,nee,13-10-11,ST00189780,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,01-03-87,,Verblijfsobject in gebruik (niet ingemeten),128059,478390,1986,WPK02,L,6987,G,0,124,28-04-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000777314,3630000004536,3630000404690,3630000777314,3630013125650,435,1207568,89234,784444,vbo,28991,Plantage Doklaan,Plantage Doklaan,PLANTAGE DOKLN,1,,,1018 CM,Best-woning,3,79,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,eigendom,V.S.E.B.,woning,vrijstaand gebouw,naamgeving uitgegeven,N,23-10-89,,Verblijfsobject in gebruik,122639,486850,1989,ASD11,O,4286,G,0,6402,05-12-88,Eigendom,1-jan.,100000,"Vereniging Van Eigenaars Gebouw ""De Plantage Aan De Plantage Doklaan""Te Amsterdam",,
363010000937027,3630000001263,3630000412325,3630000937027,3630012980621,533351,2449611,24751,1416334,vbo,53856,Dwergvinvisstraat,Dwergvinvisstraat,DWERGVINVISSTR,1,,,1035 HM,Best-woning,4,96,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,20-12-90,,Verblijfsobject in gebruik,120854,492858,1991,ASD34,AO,2882,G,0,123,19-01-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,Gemeente Amsterdam Ao,,
363010000935946,3630000001265,3630000420242,3630000935946,3630013001726,532562,2672326,24751,1559716,vbo,53872,Bruinvisstraat,Bruinvisstraat,BRUINVISSTR,1,,,1035 HC,Best-woning,4,87,nee,09-09-10,GV00000406,0,3,Eengezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,28-02-91,,Verblijfsobject in gebruik,120787,492986,1991,ASD34,AO,2716,G,0,83,29-10-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,Gemeente Amsterdam Ao,,
363010001014516,3630000004053,3630000415838,3630001014516,3630013060997,255113,1052393,151028,637797,vbo,20591,Kromme Waal,Kromme Waal,KR WAAL,1,A,,1011 BT,Best-woning,4,145,nee,04-02-13,GV00001616_AC00AC,0,2,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,121992,487512,1005,ASD05,G,4135,G,0,100,22-10-93,Eigendom,1-jan.,100000,Vve. V/H Gebouw Kromme Waal 25 Te Amsterdam,,
363010000885889,3630000005610,3630000397567,3630000885889,3630012965850,307198,483034,24761,471611,vbo,41815,Huntum,Huntum,HUNTUM,1,B,,1102 JB,Best-woning,4,97,nee,04-02-13,GV00001616_AC00AC,0,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-06-88,,Verblijfsobject in gebruik,126039,480142,1988,WPK02,L,3445,G,0,143,18-06-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000619810,3630000003233,3630000395376,3630000619810,3630013053644,145219,1760805,1246,990068,vbo,8885,De Wittenstraat,De Wittenstraat,DE WITTENSTR,1,G,,1052 AK,Best-woning,3,73,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,26-08-88,,Verblijfsobject in gebruik,120485,488592,1989,ASD21,Y,3199,G,0,151,31-12-87,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000566662,3630000001266,3630000424867,3630000566662,3630013056415,304096,2040139,24761,304236,vbo,53880,George Sandstraat,George Sandstraat,G SANDSTR,1,,,1102 AG,Best-woning,4,103,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,V.S.E.B.,woning,tussengebouw,naamgeving uitgegeven,N,14-07-91,,Verblijfsobject in gebruik,125298,481740,1991,WPK02,A,1711,G,0,124,07-10-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000775096,3630000004375,3630000419659,3630000775096,3630013082831,251373,1042207,82840,692330,vbo,28711,Pieter Jacobszstraat,Pieter Jacobszstraat,P JACOBSZSTR,1,,,1012 HL,Best-woning,2,56,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,121479,487199,1005,ASD05,G,6716,G,0,70,06-07-90,Eigendom,1-jan.,100000,Vve. Pieter Jacobszstraat 29 Te Amsterdam,,
363010000922599,3630000005792,3630000379611,3630000922599,3630012989882,465398,515617,24761,479502,vbo,48968,Wethouder Wierdelsstraat,Wethouder Wierdelsstraat,WETH WIERDELSSTR,1,,,1107 DK,Best-woning,4,77,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-04-87,,Verblijfsobject in gebruik,128137,478358,1986,WPK02,L,6990,G,0,123,14-05-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000923769,3630000005810,3630000380663,3630000923769,3630013012067,306893,595759,24761,591396,vbo,49174,Anne Kooistrahof,Anne Kooistrahof,A KOOISTRAHOF,1,,,1106 WG,Best-woning,4,84,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,V.S.E.B. Premiekoop C,woning,hoekgebouw,naamgeving uitgegeven,N,01-05-86,,Verblijfsobject in gebruik,127943,479094,1986,WPK02,L,2757,G,0,113,14-02-08,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000798934,3630000004431,3630000409555,3630000798934,3630012971196,240303,1088982,101583,597760,vbo,31542,Runstraat,Runstraat,RUNSTR,1,D,,1016 GK,Best-woning,2,50,nee,04-02-13,GV00001616_AC00AC,99,2,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120685,486905,1005,ASD03,E,3392,G,0,95,01-02-89,Eigendom,1-jan.,100000,Vve Gebouw Runstr 22 A'Dam,,
363010000935040,3630000001236,3630000410971,3630000935040,3630013054307,62795,928211,24759,587564,vbo,53546,Count Basiestraat,Count Basiestraat,C BASIESTR,1,,,1066 GM,Best-woning,4,110,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,09-10-90,,Verblijfsobject in gebruik,116794,484160,1991,STN02,E,4255,G,0,138,03-06-08,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000919618,3630000005770,3630000376630,3630000919618,3630013003351,550697,2543031,24761,1477059,vbo,48682,Kuilsenhofweg,Kuilsenhofweg,KUILSENHOFWG,1,,,1104 PM,Best-gemengde panden,4,134,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-84,,Verblijfsobject in gebruik,126371,480997,1984,WPK02,L,10751,G,0,78,07-09-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Weesperkarspel,,
363010000949143,3630000001386,3630000445908,3630000949143,3630013116284,428707,992954,20863,939358,vbo,56316,Zuiderzeepark,Zuiderzeepark,ZUIDERZEEPK,1,,,1024 ME,Best-woning,4,114,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,30-09-94,,Verblijfsobject in gebruik,125786,488987,1995,ASD31,AL,2784,G,0,129,20-03-09,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000992569,3630000004853,3630000470794,3630000992569,3630013036774,256439,1095165,20835,598678,vbo,39330,Westermarkt,Westermarkt,WESTERMARKT,1,,,1016 DK,Best-studenteneenheid,1,21,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,26-09-97,,Verblijfsobject in gebruik,120741,487576,1635,ASD03,E,10207,G,0,235,12-11-99,Eigendom,1-jan.,100000,Gemeente Amsterdam E,,
363010000902547,3630000005252,3630000444196,3630000902547,3630012964263,142452,1695070,139276,868752,vbo,37222,Valeriusplein,Valeriusplein,VALERIUSPLN,1,,1,1075 BH,Best-woning,99,86,nee,09-08-12,GV00001551,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-09-1005,,Verblijfsobject in gebruik,119327,485039,1912,ASD17,U,6060,G,0,211,15-11-94,Eigendom,1-jan.,100000,Vve.V/H Gebouw Valeriusplein 28 Te Amsterdam,,
363010000994558,3630000001408,3630000463182,3630000994558,3630013012034,189129,2067426,24759,368022,vbo,58289,Eurokade,Eurokade,EUROKD,1,,,1060 RZ,Best-woning,5,145,nee,04-02-13,GV00001616_AC00AC,0,4,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,22-07-97,,Verblijfsobject in gebruik,114078,484647,1999,STN02,G,3850,G,0,100,30-09-05,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000951898,3630000003613,3630000450964,3630000951898,3630013059404,247734,1083278,167765,629776,vbo,16306,Huidekoperstraat,Huidekoperstraat,HUIDEKOPERSTR,1,F,,1017 ZL,Best-woning,3,52,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,03-07-95,,Verblijfsobject in gebruik,121680,485757,1995,ASD06,I,7340,G,0,499,26-08-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Huidekoperstraat 25-29,,
363010000951908,3630000003613,3630000450965,3630000951908,3630013059404,247734,1083278,167765,629776,vbo,16306,Huidekoperstraat,Huidekoperstraat,HUIDEKOPERSTR,1,G,,1017 ZL,Best-woning,3,49,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,03-07-95,,Verblijfsobject in gebruik,121681,485751,1995,ASD06,I,7340,G,0,499,26-08-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Huidekoperstraat 25-29,,
363010000940846,3630000004114,3630000427219,3630000940846,3630013126773,6828,1237401,1246,761206,vbo,21318,Laagte Kadijk,Laagte Kadijk,LAAGTE KADK,1,G,,1018 BB,Best-woning,3,53,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,21-11-91,,Verblijfsobject in gebruik,122737,486966,1992,ASD11,O,3580,G,0,180,01-01-96,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000984206,3630000001407,3630000462828,3630000984206,3630013055194,71376,2466936,24759,1430596,vbo,58270,Valutaboulevard,Valutaboulevard,VALUTABOULEV,1,,,1060 RX,Best-woning,4,139,nee,04-02-13,GV00001616_AC00AC,0,4,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,22-07-97,,Verblijfsobject in gebruik,114209,484670,1998,STN02,G,3740,G,0,102,18-11-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000931203,3630000001611,3630000403160,3630000931203,3630012966970,302860,2556840,24751,1485861,vbo,52353,Stoelenmatterspad,Stoelenmatterspad,STOELENMATTERSPAD,1,,,1033 ZS,Best-woning,4,96,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Subsidie Premiekoop A,woning,tussengebouw,naamgeving uitgegeven,N,31-08-89,,Verblijfsobject in gebruik,120698,492358,1989,ASD34,AO,2240,G,0,108,30-11-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,Gemeente Amsterdam Ao,,
363010000648486,3630000001180,3630000426535,3630000648486,3630013011356,59832,2507855,24759,1458185,vbo,54356,Vorselaarstraat,Vorselaarstraat,VORSELAARSTR,1,,,1066 NN,Best-woning,3,69,nee,09-09-10,GV00000406,0,2,Eengezinswoning,eigendom,Subsidie Premiekoop A,woning,hoekgebouw,naamgeving uitgegeven,N,05-01-92,,Verblijfsobject in gebruik,115525,484752,1992,STN02,E,5517,G,0,131,29-05-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000981639,3630000001420,3630000463230,3630000981639,3630013007112,68034,556725,24759,546246,vbo,58416,Pesetalaan,Pesetalaan,PESETALN,1,,,1060 SC,Best-woning,3,100,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,22-07-97,,Verblijfsobject in gebruik,114038,484557,1998,STN02,G,3033,G,0,97,06-05-08,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000935727,3630000001256,3630000409870,3630000935727,3630012958946,53489,141837,115014,1118172,vbo,53767,Catharina Boudewijnshof,Catharina Boudewijnshof,C BOUDEWYNSHOF,1,,,1064 PE,Best-woning,3,75,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Subsidie Premiekoop A,woning,tussengebouw,naamgeving uitgegeven,N,30-07-90,,Verblijfsobject in gebruik,115698,487950,1990,STN02,D,6491,G,0,282,30-01-90,Eigendom,1-jan.,100000,Vereniging Van Eigenaars De Refereynen,,
363010000935727,3630000001256,3630000409870,3630000935727,3630012958946,53490,141839,115014,1118174,vbo,53767,Catharina Boudewijnshof,Catharina Boudewijnshof,C BOUDEWYNSHOF,1,,,1064 PE,Best-woning,3,75,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Subsidie Premiekoop A,woning,tussengebouw,naamgeving uitgegeven,N,30-07-90,,Verblijfsobject in gebruik,115698,487950,1990,STN02,D,6492,G,0,154,30-01-90,Eigendom,1-jan.,100000,Vereniging Van Eigenaars De Refereynen,,
363010000935727,3630000001256,3630000409870,3630000935727,3630012958946,53537,98448,115014,1118222,vbo,53767,Catharina Boudewijnshof,Catharina Boudewijnshof,C BOUDEWYNSHOF,1,,,1064 PE,Best-woning,3,75,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Subsidie Premiekoop A,woning,tussengebouw,naamgeving uitgegeven,N,30-07-90,,Verblijfsobject in gebruik,115698,487950,1990,STN02,D,6494,G,0,1210,30-01-90,Eigendom,1-jan.,100000,Vereniging Van Eigenaars De Refereynen,,
363010000945992,3630000003036,3630000440767,3630000945992,3630012971134,403520,1140511,1246,649797,vbo,5835,Buiten Oranjestraat,Buiten Oranjestraat,BUITEN ORANJESTR,1,,,1013 HX,Best-woning,2,49,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,31-08-93,,Verblijfsobject in gebruik,120995,488419,1993,ASD08,L,6275,G,0,60,01-05-93,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000960056,3630000003592,3630000463716,3630000960056,3630013016125,18585,1246702,1246,756559,vbo,15989,Hoogte Kadijk,Hoogte Kadijk,HOOGTE KADK,1,C,,1018 BE,Best-woning,2,51,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,11-08-97,,Verblijfsobject in gebruik,122782,487000,1997,ASD11,O,20,G,0,120,01-01-96,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000960057,3630000003592,3630000463717,3630000960057,3630013016125,18585,1246702,1246,756559,vbo,15989,Hoogte Kadijk,Hoogte Kadijk,HOOGTE KADK,1,D,,1018 BE,Best-woning,2,51,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,11-08-97,,Verblijfsobject in gebruik,122779,486998,1997,ASD11,O,20,G,0,120,01-01-96,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000797584,3630000004099,3630000427069,3630000797584,3630013034181,137744,1787564,20851,940992,vbo,21121,Krugerstraat,Krugerstraat,KRUGERSTR,1,D,,1091 LG,Best-woning,4,86,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,123060,485117,1929,ASD19,W,6107,G,0,65,31-12-92,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam W,,
363010000797585,3630000004099,3630000427072,3630000797585,3630013034181,137744,1787564,20851,940992,vbo,21121,Krugerstraat,Krugerstraat,KRUGERSTR,1,G,,1091 LG,Best-woning,4,86,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,123061,485115,1929,ASD19,W,6107,G,0,65,31-12-92,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam W,,
363010000946720,3630000001377,3630000444950,3630000946720,3630013118606,462039,2486559,24759,1445160,vbo,56197,Wevelgemstraat,Wevelgemstraat,WEVELGEMSTR,1,,,1066 TM,Best-woning,4,103,nee,04-02-13,GV00001616_AC00AC,0,2,Eengezinswoning,eigendom,,woning,tussengebouw,naamgeving uitgegeven,N,25-05-94,,Verblijfsobject in gebruik,115088,484397,1994,STN02,E,7671,G,0,114,16-03-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000597908,3630000001377,3630000444966,3630000597908,3630013007341,462063,561917,24759,472376,vbo,56197,Wevelgemstraat,Wevelgemstraat,WEVELGEMSTR,1,,,1066 TM,Best-woning,4,98,nee,04-02-13,GV00001616_AC00AC,0,2,Eengezinswoning,eigendom,,woning,tussengebouw,naamgeving uitgegeven,N,25-05-94,,Verblijfsobject in gebruik,115103,484372,1994,STN02,E,7695,G,0,115,19-11-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000987707,3630000001334,3630000468957,3630000987707,3630012958491,415534,587748,20863,526598,vbo,58866,Daan Roodenburghplein,Daan Roodenburghplein,D ROODENBURGHPLN,1,,,1025 MP,Best-woning,5,122,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,10-09-97,,Verblijfsobject in gebruik,123878,491237,1998,ASD31,AL,3304,G,0,111,04-02-08,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000785294,3630000004775,3630000435308,3630000785294,3630013038095,15867,1212448,20844,772115,vbo,27499,Oudeschans,Oudeschans,OUDESCHANS,1,A,1,1011 KT,Best-complex met eenheden,99,44,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-06-71,,Verblijfsobject in gebruik,122161,487132,1971,ASD12,P,719,G,0,325,17-12-02,Eigendom,1-jan.,100000,Gemeente Amsterdam P,,
363010000785474,3630000004775,3630000435319,3630000785474,3630013038095,15867,1212448,20844,772115,vbo,27499,Oudeschans,Oudeschans,OUDESCHANS,1,D,1,1011 KT,Best-complex met eenheden,99,45,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-06-71,,Verblijfsobject in gebruik,122163,487129,1971,ASD12,P,719,G,0,325,17-12-02,Eigendom,1-jan.,100000,Gemeente Amsterdam P,,
363010000984655,3630000004775,3630000435322,3630000984655,3630013038095,15867,1212448,20844,772115,vbo,27499,Oudeschans,Oudeschans,OUDESCHANS,1,D,5,1011 KT,Best-complex met eenheden,99,45,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-06-71,,Verblijfsobject in gebruik,122163,487129,1971,ASD12,P,719,G,0,325,17-12-02,Eigendom,1-jan.,100000,Gemeente Amsterdam P,,
363010000984658,3630000004775,3630000435325,3630000984658,3630013038095,15867,1212448,20844,772115,vbo,27499,Oudeschans,Oudeschans,OUDESCHANS,1,E,3,1011 KT,Best-complex met eenheden,99,45,nee,09-09-10,GV00000406,4,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-06-71,,Verblijfsobject in gebruik,122165,487130,1971,ASD12,P,719,G,0,325,17-12-02,Eigendom,1-jan.,100000,Gemeente Amsterdam P,,
