Landelijke_bag_id,Openbare_ruimte_id,Nummeraanduiding_id,Adresseerbaar_object_id,Pand_id,Kadastraal_object_id,Zakelijk_recht_id,Kadastraal_subject_id,Transactie_id,Adresseerbaar_object_type,Straatcode,Naam_officieel,Naam_nen,Naam_ptt,Huisnummer,Huisletter,Toevoeging,Postcode,Gebruiksdoel,Aantal_kamers,Woonoppervlak,Indicatie_nevenadres,Documentmutatiedatum,Documentmutatienummer,Bouwlaagtoegang,Aantal_bouwlagen,Type_woonobject_oms,Eigendomsverhouding,Financieringswijze,Feitelijk_gebruik,Ligging_gebouw,Status_nummeraanduiding,Nummeraanduiding_vervallen,Nummeraanduiding_ingangsdatum,Nummeraanduiding_einddatum,Status_adresseerbaar_object,Aot_x_coordinaat,Aot_y_coordinaat,Oorspronkelijk_bouwjaar,Kadgemkode,Sektielt,Konr,Kolt,Koindex,Perceeloppervlak,Ddtransakt,Zakelijkrecht,Aandeel,Ffkoopsom,Subjekt_oms,,
363010000744134,3630000004333,3630000204751,3630000744134,3630013022966,274261,1800986,20855,980138,vbo,24333,Milletstraat,Milletstraat,MILLETSTR,1,,2,1077 ZB,Best-woning,5,106,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,onbekend,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,119782,484340,1938,ASD23,AB,1314,G,0,324,27-05-98,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ab,,
363010000744145,3630000004333,3630000204762,3630000744145,3630013072975,274260,1796451,20855,980134,vbo,24333,Milletstraat,Milletstraat,MILLETSTR,1,,1,1077 ZB,Best-woning,5,101,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,119766,484339,1938,ASD23,AB,1313,G,0,322,27-05-98,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ab,,
363010000744147,3630000004333,3630000204764,3630000744147,3630013072975,274260,1796451,20855,980134,vbo,24333,Milletstraat,Milletstraat,MILLETSTR,1,,3,1077 ZB,Best-woning,7,131,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,119766,484339,1938,ASD23,AB,1313,G,0,322,27-05-98,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ab,,
363010000760128,3630000004706,3630000220371,3630000760128,3630012959626,270572,2567842,20862,1490510,vbo,26484,Oldenaller,Oldenaller,OLDENALLER,1,,,1081 HJ,Best-woning,7,197,nee,25-07-13,SK00772441,0,3,Eengezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-63,,Verblijfsobject in gebruik,119314,482674,1963,ASD30,AK,1874,G,0,223,14-12-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ak,,
363010000705261,3630000004001,3630000166215,3630000705261,3630013067127,8288,1209152,49,758009,vbo,19801,Kinkerstraat,Kinkerstraat,KINKERSTR,1,,2,1053 DC,Best-woning,1,29,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120122,486794,1883,ASD13,Q,1761,G,0,39,23-03-93,Recht van erfpacht,1-jan.,100000,Algemene Woningbouw Vereniging,,
363010000705261,3630000004001,3630000166215,3630000705261,3630013067127,8288,1209153,20845,758009,vbo,19801,Kinkerstraat,Kinkerstraat,KINKERSTR,1,,2,1053 DC,Best-woning,1,29,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120122,486794,1883,ASD13,Q,1761,G,0,39,23-03-93,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Q,,
363010000707434,3630000004011,3630000168467,3630000707434,3630013066481,265729,2460557,20860,1425228,vbo,19984,Kleine Beerstraat,Kleine Beerstraat,KL BEERSTR,1,,,1033 CR,Best-woning,4,46,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-21,,Verblijfsobject in gebruik,121200,492014,1921,ASD28,AH,2218,G,0,77,02-11-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ah,,
363010000707434,3630000004011,3630000168467,3630000707434,3630013066481,265720,2460555,20860,1425227,vbo,19984,Kleine Beerstraat,Kleine Beerstraat,KL BEERSTR,1,,,1033 CR,Best-woning,4,46,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-21,,Verblijfsobject in gebruik,121200,492014,1921,ASD28,AH,2209,G,0,5,02-11-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ah,,
363010000729949,3630000004225,3630000190872,3630000729949,3630013010520,180274,243063,167894,1214415,vbo,22861,Lumeijstraat,Lumeijstraat,LUMEYSTR,1,,2,1056 VX,Best-woning,4,71,nee,09-09-10,GV00000406,2,1,Meergezinswoning,eigendom,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,119189,487350,1922,STN02,L,220,G,0,227,28-06-94,Eigendom,1-jan.,100000,V.V.E. Gebouw Lumeijstraat 22 Te Amsterdam,,
363010000729957,3630000004225,3630000190880,3630000729957,3630013092561,180273,243060,167895,1214412,vbo,22861,Lumeijstraat,Lumeijstraat,LUMEYSTR,1,,2,1056 VX,Best-woning,4,71,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,119188,487358,1922,STN02,L,219,G,0,228,28-06-94,Eigendom,1-jan.,100000,Vve.Gebouw Lumeijstraat 24 Te Amsterdam,,
363010000708176,3630000004016,3630000169237,3630000708176,3630013060972,250161,1057509,20837,712126,vbo,20095,Kloveniersburgwal,Kloveniersburgwal,KLOVENIERSBURGWAL,1,K,,1011 JV,Best-wooneenheden,1,50,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,121817,487190,1005,ASD05,G,3162,G,0,143,22-01-97,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam G,,
363010000732967,3630000004240,3630000193951,3630000732967,3630013095874,446387,441309,24759,468272,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,3,1057 VG,Best-woning,4,61,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik,118647,486808,1927,STN02,C,7301,G,0,625,15-02-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000732971,3630000004240,3630000193955,3630000732971,3630012979806,437528,106998,1246,1063626,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,3,1057 VE,Best-woning,4,48,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118626,486765,1924,STN02,C,5797,G,0,119,03-02-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000732972,3630000004240,3630000193956,3630000732972,3630013092402,437528,106998,1246,1063626,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,,1057 VE,Best-woning,3,49,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118625,486770,1924,STN02,C,5797,G,0,119,03-02-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000718864,3630000004131,3630000179771,3630000718864,3630013031733,480510,809623,24760,7135,vbo,21539,Laplacestraat,Laplacestraat,LAPLACESTR,1,,1,1098 HW,Best-woning,5,100,nee,04-02-13,GV00001616_AC00AC,1,2,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-29,,Verblijfsobject in gebruik,124371,485426,1929,WTG02,B,4330,G,0,222,02-02-01,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Watergraafsmeer,,
363010000732963,3630000004240,3630000193947,3630000732963,3630013030828,437528,106998,1246,1063626,vbo,23051,Magalhaensplein,Magalhaensplein,MAGALHAENSPLN,1,,2,1057 VE,Best-woning,4,48,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,118628,486761,1924,STN02,C,5797,G,0,119,03-02-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000781083,3630000004569,3630000240799,3630000781083,3630013058165,7128,1229091,171399,752921,vbo,29424,Potgieterstraat,Potgieterstraat,POTGIETERSTR,1,,1,1053 XR,Best-woning,2,39,nee,09-09-10,GV00000406,1,1,Meergezinswoning,eigendom,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120053,486979,1889,ASD13,Q,1440,G,0,70,20-11-95,Eigendom,1-jan.,100000,V.V.E. Potgieterstraat 29 Te Amsterdam,,
363010000749264,3630000003845,3630000209869,3630000749264,3630013009549,265590,992835,20860,935521,vbo,25135,Neptunusstraat,Neptunusstraat,NEPTUNUSSTR,1,,,1033 XA,Best-woning,4,54,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-23,,Verblijfsobject in gebruik,120689,492092,1923,ASD28,AH,2079,G,0,103,02-03-09,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ah,,
363010000749264,3630000003845,3630000209869,3630000749264,3630013009549,302151,992832,20860,935520,vbo,25135,Neptunusstraat,Neptunusstraat,NEPTUNUSSTR,1,,,1033 XA,Best-woning,4,54,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-23,,Verblijfsobject in gebruik,120689,492092,1923,ASD28,AH,2059,G,0,6,02-03-09,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ah,,
363010000780373,3630000004568,3630000240239,3630000780373,3630013119296,52277,2700578,24759,1578675,vbo,29416,Postjesweg,Postjesweg,POSTJESWG,1,,1,1057 DT,Best-woning,4,62,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-27,,Verblijfsobject in gebruik,118850,486409,1927,STN02,C,8237,G,0,107,30-12-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000767070,3630000004764,3630000227283,3630000767070,3630013002932,101262,2038105,24759,366181,vbo,27316,Oude Meerhof,Oude Meerhof,OUDE MEERHOF,1,,,1069 VS,Best-woning,4,80,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-64,,Verblijfsobject in gebruik,113843,485490,1964,STN02,G,5213,G,0,104,02-02-06,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000775002,3630000004373,3630000235050,3630000775002,3630012981687,408993,1599475,1246,735626,vbo,28681,Pieter de Hoochstraat,Pieter de Hoochstraat,P DE HOOCHSTR,1,,H,1071 EE,Best-woning,8,163,nee,09-09-10,GV00000406,0,2,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-13,,Verblijfsobject in gebruik,120785,485560,1913,ASD14,R,5175,G,0,283,03-07-95,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000773522,3630000004362,3630000233556,3630000773522,3630013022080,163509,244839,167956,1177306,vbo,28576,Piet Gijzenbrugstraat,Piet Gijzenbrugstraat,P GYZENBRUGSTR,1,,H,1059 XE,Best-woning,3,47,nee,04-02-13,GV00001616_AC00AC,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-33,,Verblijfsobject in gebruik,118195,484848,1933,STN02,O,1171,G,0,114,30-06-94,Eigendom,1-jan.,100000,Vve. Piet Gijzenbrugstraat 23,,
363010000774316,3630000004369,3630000234347,3630000774316,3630013088869,115535,1647087,169462,835524,vbo,28649,Pieter Baststraat,Pieter Baststraat,P BASTSTR,1,,2,1071 TV,Best-woning,3,63,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120793,485108,1906,ASD17,U,8506,G,0,183,12-11-96,Eigendom,1-jan.,100000,Vve.Pieter Baststraat 23 Te Amsterdam,,
363010000774316,3630000004369,3630000234347,3630000774316,3630013088869,115535,1647087,169462,835524,vbo,28649,Pieter Baststraat,Pieter Baststraat,P BASTSTR,1,,2,1071 TV,Best-woning,3,63,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120793,485108,1906,ASD17,U,8506,G,0,183,12-11-96,Eigendom,1-jan.,100000,Vve.Pieter Baststraat 23 Te Amsterdam,,
363010000774323,3630000004369,3630000234356,3630000774323,3630013088869,115536,1647095,169463,835529,vbo,28649,Pieter Baststraat,Pieter Baststraat,P BASTSTR,1,,2,1071 TV,Best-woning,3,54,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120794,485103,1906,ASD17,U,8507,G,0,175,12-11-96,Eigendom,1-jan.,100000,Vve.Pieter Baststraat 25 Te Amsterdam,,
363010000774323,3630000004369,3630000234356,3630000774323,3630013088869,115536,1647095,169463,835529,vbo,28649,Pieter Baststraat,Pieter Baststraat,P BASTSTR,1,,2,1071 TV,Best-woning,3,54,nee,09-09-10,GV00000406,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120794,485103,1906,ASD17,U,8507,G,0,175,12-11-96,Eigendom,1-jan.,100000,Vve.Pieter Baststraat 25 Te Amsterdam,,
363010000792425,3630000004659,3630000251656,3630000792425,3630013030754,303228,642437,197837,1225255,vbo,30856,Rietwijkerstraat,Rietwijkerstraat,RIETWYKERSTR,1,,1,1059 XA,Best-woning,4,56,nee,09-09-10,GV00000406,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-31,,Verblijfsobject in gebruik,118371,484733,1931,STN02,O,2661,G,0,132,26-03-96,Eigendom,1-jan.,100000,Vereniging Van  Eigenaars Rietwijkerstraat 26,,
363010000772341,3630000004337,3630000232359,3630000772341,3630013004925,336330,1011300,24760,903431,vbo,28096,Pasteurstraat,Pasteurstraat,PASTEURSTR,1,,,1097 ER,Best-woning,4,82,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-51,,Verblijfsobject in gebruik,124276,484687,1951,WTG02,A,3685,G,0,209,12-03-09,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Watergraafsmeer,,
363010000793262,3630000004665,3630000252517,3630000793262,3630012982473,474159,2577861,24759,1501558,vbo,30937,Rijsdrechthof,Rijsdrechthof,RYSDRECHTHOF,1,,,1069 VV,Best-woning,4,82,nee,09-09-10,GV00000406,0,3,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-64,,Verblijfsobject in gebruik,113940,485557,1964,STN02,G,5153,G,0,104,04-01-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Sloten,,
363010000795012,3630000004404,3630000254050,3630000795012,3630013057453,124399,1642250,172448,869109,vbo,31186,Roelof Hartstraat,Roelof Hartstraat,R HARTSTR,1,,2,1071 VG,Best-woning,3,68,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120824,485068,1904,ASD17,U,4637,G,0,145,01-02-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Roelof Hartstraat 23,,
363010000795013,3630000004404,3630000254051,3630000795013,3630013057453,124399,1642250,172448,869109,vbo,31186,Roelof Hartstraat,Roelof Hartstraat,R HARTSTR,1,,3,1071 VG,Best-woning,3,66,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,120824,485068,1904,ASD17,U,4637,G,0,145,01-02-94,Eigendom,1-jan.,100000,Vereniging Van Eigenaars Roelof Hartstraat 23,,
363010000772344,3630000004337,3630000232362,3630000772344,3630013078184,336331,2311144,24760,1330105,vbo,28096,Pasteurstraat,Pasteurstraat,PASTEURSTR,1,,,1097 ER,Best-woning,4,82,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-51,,Verblijfsobject in gebruik,124282,484682,1951,WTG02,A,3686,G,0,209,02-08-10,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Watergraafsmeer,,
363010000792279,3630000004656,3630000251510,3630000792279,3630013092736,273111,2430035,20855,1410231,vbo,30767,Richard Wagnerstraat,Richard Wagnerstraat,R WAGNERSTR,1,,,1077 VW,Best-woning,8,200,nee,04-02-13,GV00001616_AC00AC,0,4,Eengezinswoning,eigendom,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,120404,484377,1938,ASD23,AB,1011,G,0,268,17-10-11,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ab,,
363010000792689,3630000004664,3630000251929,3630000792689,3630013123636,134637,370909,20850,420465,vbo,30929,Rijnstraat,Rijnstraat,RYNSTR,1,,3,1078 RB,Best-woning,4,72,nee,04-02-13,GV00001616_AC00AC,3,1,Meergezinswoning,huur,Premiehuur Profit voor 1985,woning,tussengebouw,naamgeving uitgegeven,N,01-01-22,,Verblijfsobject in gebruik,122097,484562,1922,ASD18,V,4649,G,0,191,16-10-06,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000806449,3630000004481,3630000265205,3630000806449,3630012964403,292033,2716353,20863,1578605,vbo,32174,Schiermonnikoogstraat,Schiermonnikoogstraat,SCHIERMONNIKO STR,1,,,1025 RD,Best-woning,5,60,nee,04-02-13,GV00001616_AC00AC,0,3,Eengezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-31,,Verblijfsobject in gebruik,123662,489689,1931,ASD31,AL,3809,G,0,146,24-12-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000806890,3630000004486,3630000265654,3630000806890,3630013089302,115566,1647208,20849,835609,vbo,32220,Schinkelkade,Schinkelkade,SCHINKELKD,1,,1,1075 VH,Best-woning,3,57,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,118634,485121,1922,ASD17,U,8559,G,0,161,20-01-95,Eigendom bel. met recht van erfpacht,1-jan.,100000,Gemeente Amsterdam U,,
363010000806891,3630000004486,3630000265655,3630000806891,3630013089302,115566,1647208,20849,835609,vbo,32220,Schinkelkade,Schinkelkade,SCHINKELKD,1,,2,1075 VH,Best-woning,4,57,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-38,,Verblijfsobject in gebruik,118634,485121,1922,ASD17,U,8559,G,0,161,20-01-95,Eigendom bel. met recht van erfpacht,1-jan.,100000,Gemeente Amsterdam U,,
363010000822791,3630000005059,3630000281158,3630000822791,3630013052332,185614,277092,1246,1239905,vbo,34711,Stuyvesantstraat,Stuyvesantstraat,STUYVESANTSTR,1,,H,1058 AL,Best-woning,3,48,nee,04-02-13,GV00001616_AC00AC,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118910,486247,1926,STN02,M,1420,G,0,128,01-02-89,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000822794,3630000005059,3630000281161,3630000822794,3630013052332,185614,277092,1246,1239905,vbo,34711,Stuyvesantstraat,Stuyvesantstraat,STUYVESANTSTR,1,,3,1058 AL,Best-woning,4,48,nee,09-09-10,GV00000406,3,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,118910,486247,1926,STN02,M,1420,G,0,128,01-02-89,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam,,
363010000864898,3630000004838,3630000323054,3630000864898,3630013098434,309449,304883,1246,1235549,vbo,39128,Weissenbruchstraat,Weissenbruchstraat,WEISSENBRUCHSTR,1,,2,1058 KN,Best-woning,3,58,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-31,,Verblijfsobject in gebruik,118398,485206,1931,STN02,O,620,G,0,2906,31-12-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000805315,3630000004463,3630000264125,3630000805315,3630013078684,302147,567719,20860,538604,vbo,31933,Saturnusstraat,Saturnusstraat,SATURNUSSTR,1,,,1033 VT,Best-woning,4,54,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-23,,Verblijfsobject in gebruik,120687,492079,1923,ASD28,AH,2055,G,0,6,28-12-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ah,,
363010000805315,3630000004463,3630000264125,3630000805315,3630013078684,302169,567721,20860,538605,vbo,31933,Saturnusstraat,Saturnusstraat,SATURNUSSTR,1,,,1033 VT,Best-woning,4,54,nee,09-09-10,GV00000406,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-23,,Verblijfsobject in gebruik,120687,492079,1923,ASD28,AH,2077,G,0,118,28-12-07,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Ah,,
363010000831772,3630000005158,3630000290116,3630000831772,3630013011993,553341,2569924,24760,1490020,vbo,35971,Tuinbouwstraat,Tuinbouwstraat,TUINBOUWSTR,1,B,,1097 XP,Best-woning,2,39,nee,04-02-13,GV00001616_AC00AC,0,1,Meergezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,125038,483715,1924,WTG02,C,452,A,300,,20-12-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Watergraafsmeer,,
363010000862608,3630000004820,3630000320919,3630000862608,3630013074726,416645,2592667,20863,1507112,vbo,38806,Watergangseweg,Watergangseweg,WATERGANGSEWG,1,,,1023 VM,Best-woning,3,52,nee,04-02-13,GV00001616_AC00AC,0,1,Eengezinswoning,eigendom,Sociale huursector woningwet,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-26,,Verblijfsobject in gebruik,124880,489550,1926,ASD31,AL,3475,G,0,131,28-02-13,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Al,,
363010000826586,3630000005105,3630000284837,3630000826586,3630012965730,309449,304883,1246,1235549,vbo,35319,Theophile de Bockstraat,Theophile de Bockstraat,T DE BOCKSTR,1,,H,1058 TW,Best-woning,3,56,nee,09-09-10,GV00000406,0,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-31,,Verblijfsobject in gebruik,118395,485341,1931,STN02,O,620,G,0,2906,31-12-92,Eigendom,1-jan.,100000,De Gemeente Amsterdam,,
363010000798993,3630000004432,3630000257860,3630000798993,3630013104320,254326,1107523,167163,652236,vbo,31550,Rusland,Rusland,RUSLAND,1,B,,1012 CK,Best-woning,5,94,nee,04-02-13,GV00001616_AC00AC,1,3,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,tussengebouw,naamgeving uitgegeven,N,01-01-1005,,Verblijfsobject in gebruik,121620,487021,1005,ASD05,G,6464,G,0,43,01-10-99,Eigendom,1-jan.,100000,Amsterdamse Maatschappij Tot Stadsherstel Ii N.V.,,
363010000807093,3630000004487,3630000265860,3630000807093,3630012983518,140136,1747180,20850,983139,vbo,32239,Schipbeekstraat,Schipbeekstraat,SCHIPBEEKSTR,1,,1,1078 BK,Best-woning,3,76,nee,04-02-13,GV00001616_AC00AC,1,1,Meergezinswoning,huur,Ongesubsidieerde bouw,woning,hoekgebouw,naamgeving uitgegeven,N,01-01-25,,Verblijfsobject in gebruik,121671,484465,1925,ASD18,V,9004,G,0,102,30-09-99,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam V,,
363010000808242,3630000004503,3630000266859,3630000808242,3630013012805,551221,2520477,24760,1458859,vbo,32514,Schovenstraat,Schovenstraat,SCHOVENSTR,1,,,1097 ZZ,Best-woning,2,34,nee,04-02-13,GV00001616_AC00AC,0,1,Meergezinswoning,eigendom,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-24,,Verblijfsobject in gebruik,124636,483560,1924,WTG02,C,452,A,158,,20-06-12,Eigendom bel. met recht van erfpacht,1-jan.,100000,De Gemeente Amsterdam Watergraafsmeer,,
363010000839207,3630000005205,3630000297530,3630000839207,3630013054306,135711,896587,49,146739,vbo,36633,Van Hallstraat,Van Hallstraat,V HALLSTR,1,,,1051 HH,Best-woning,6,101,nee,04-02-13,GV00001616_AC00AC,2,1,Meergezinswoning,huur,Sociale huursector woningwet,woning,tussengebouw,naamgeving uitgegeven,N,01-01-15,,Verblijfsobject in gebruik,119828,488390,1915,ASD21,Y,2097,G,0,192,24-12-04,Recht van erfpacht,1-jan.,100000,Algemene Woningbouw Vereniging,,
